# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-s" "2" "-p" "-B" "-C" "-t" "exon" "-g" "gene_name" "-a" "/scratch/evt82290/MappingOutputs/RNAseq_split/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.flipped.gtf" "-o" "/scratch/evt82290/MappingOutputs/RNAseq_split/counts/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140.antisense.txt" "/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam
NCU06717	CM002240.1;CM002240.1	4373697;4374733	4374642;4375445	-;-	1659	0
NCU06718	CM002240.1;CM002240.1;CM002240.1	4375552;4378069;4378419	4378004;4378357;4379635	+;+;+	3959	8
NCU14080	CM002240.1	4378677	4379470	+	794	0
NCU06719	CM002240.1;CM002240.1	4380242;4380400	4380327;4382626	-;-	2313	128
NCU06720	CM002240.1;CM002240.1;CM002240.1	4380680;4384173;4384408	4384108;4384348;4384847	+;+;+	4045	11183
NCU06721	CM002240.1;CM002240.1	4386611;4388072	4387959;4388295	+;+	1573	16
trp-5	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4388446;4388843;4389732;4389863;4390719	4388765;4389667;4389759;4390658;4391141	-;-;-;-;-	2392	6
NCU15623	CM002240.1	4390725	4390824	-	100	0
NCU15121	CM002240.1	4392420	4392493	+	74	0
NCU15122	CM002240.1	4392674	4392768	+	95	0
gln-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4393869;4395750;4396753;4397025	4395675;4395860;4396881;4397472	+;+;+;+	2495	8
NCU06725	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4402796;4402988;4403221;4403379;4403678;4404446;4404949	4402816;4403038;4403244;4403542;4404226;4404760;4405696	+;+;+;+;+;+;+	1872	0
NCU06726	CM002240.1	4406380	4407688	-	1309	188
spe-3	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4406588;4408468;4408780;4409604	4408197;4408705;4409108;4409961	+;+;+;+	2535	910
NCU17014	CM002240.1;CM002240.1	4412217;4413047	4412846;4413204	+;+	788	0
gna-2	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4415676;4415676;4416668;4416668;4416914;4416914;4417128;4417128;4417440;4417440;4418865	4416598;4416598;4416852;4416852;4417071;4417071;4417386;4417386;4418983;4418472;4419047	-;-;-;-;-;-;-;-;-;-;-	3133	4
NCU06730	CM002240.1;CM002240.1	4421753;4422287	4421983;4422508	-;-	453	0
NCU15624	CM002240.1	4423060	4423159	+	100	0
NCU06731	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4423644;4424691;4425605;4425974	4424543;4425550;4425899;4426081	+;+;+;+	2163	0
NCU06732	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4431360;4432561;4432752;4432947;4433509	4432488;4432696;4432861;4433449;4434069	-;-;-;-;-	2439	16
nkin-2	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4434466;4434466;4435365;4435441	4435303;4435303;4441314;4441314	-;-;-;-	6788	38
NCU09527	CM002240.1;CM002240.1;CM002240.1	4472612;4473654;4473947	4473591;4473874;4475197	-;-;-	2452	55
NCU09528	CM002240.1;CM002240.1	4475025;4476435	4476353;4476719	+;+	1614	6
NCU14081	CM002240.1	4477080	4478044	-	965	0
NCU09529	CM002240.1;CM002240.1	4479425;4481703	4481644;4483762	+;+	4280	8
NCU14082	CM002240.1;CM002240.1	4485428;4485768	4485679;4486065	-;-	550	11
NCU09530	CM002240.1	4486089	4486492	+	404	3
NCU09532	CM002240.1	4493702	4495126	+	1425	0
NCU09533	CM002240.1;CM002240.1;CM002240.1	4497013;4497401;4497630	4497345;4497563;4498837	-;-;-	1704	156
NCU09534	CM002240.1;CM002240.1	4498734;4499554	4499468;4499929	+;+	1111	21
NCU09535	CM002240.1;CM002240.1;CM002240.1	4500797;4501478;4502602	4501410;4502461;4503215	-;-;-	2212	313
NCU09536	CM002240.1;CM002240.1	4503045;4506072	4506009;4506643	+;+	3537	125
NCU09537	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4519795;4521329;4522862;4523112	4521265;4522781;4523043;4524108	+;+;+;+	4103	12
NCU09538	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4524704;4524844;4525354;4525650	4524794;4525303;4525566;4526833	-;-;-;-	1948	607
NCU09539	CM002240.1;CM002240.1;CM002240.1	4526614;4527474;4527585	4527389;4527518;4527746	+;+;+	983	222
NCU09540	CM002240.1	4527883	4531009	-	3127	34
NCU09541	CM002240.1;CM002240.1	4532072;4533005	4532916;4535646	-;-	3487	389
NCU09542	CM002240.1	4533944	4535758	+	1815	1680
NCU09543	CM002240.1;CM002240.1;CM002240.1	4536268;4536928;4537200	4536858;4537140;4537789	-;-;-	1394	2
pod-2	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4538315;4538340;4538466;4539109;4539109;4539551;4539551;4539652;4539652;4539937;4540216;4540216	4538380;4538666;4538666;4539156;4539156;4539598;4539598;4539752;4539752;4540080;4542381;4542381	-;-;-;-;-;-;-;-;-;-;-;-	2859	0
NCU09545	CM002240.1	4542493	4545256	+	2764	0
NCU14083	CM002240.1;CM002240.1	4545606;4546219	4545965;4546518	+;+	660	4
NCU09546	CM002240.1;CM002240.1;CM002240.1	4547021;4547878;4548789	4547721;4548723;4549681	-;-;-	2440	37
NCU09547	CM002240.1	4549414	4551590	+	2177	111
NCU09548	CM002240.1;CM002240.1	4551889;4553642	4553584;4554253	+;+	2308	344
NCU09549	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4554461;4554910;4556935;4557619	4554844;4556856;4557547;4557854	+;+;+;+	3180	18
NCU09550	CM002240.1	4558307	4559728	-	1422	100
NCU09551	CM002240.1;CM002240.1;CM002240.1	4559876;4561228;4562155	4561168;4562096;4562322	+;+;+	2330	6
NCU09552	CM002240.1;CM002240.1	4562796;4566708	4566647;4566951	+;+	4096	0
NCU09553	CM002240.1;CM002240.1	4567334;4567762	4567686;4569163	-;-	1755	0
NCU10951	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4569546;4569770;4570324;4570550	4569621;4569906;4570417;4570557	-;-;-;-	315	0
NCU09556	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4580028;4581773;4581966;4582733	4581720;4581910;4582669;4584044	-;-;-;-	3847	4
NCU17016	CM002240.1	4588085	4589430	-	1346	0
NCU01480	CM002240.1;CM002240.1	4590986;4592267	4592182;4593750	+;+	2681	6
map-1	CM002240.1;CM002240.1	4594146;4595508	4595441;4598010	+;+	3799	20
NCU01478	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4598516;4599816;4601109;4601502;4601632;4601852	4599760;4601052;4601447;4601566;4601759;4603188	+;+;+;+;+;+	4351	6
NCU01477	CM002240.1;CM002240.1	4605706;4607721	4607610;4609263	+;+	3448	166
NCU01476	CM002240.1;CM002240.1;CM002240.1	4610429;4610830;4611091	4610770;4610978;4613810	-;-;-	3211	14
NCU01475	CM002240.1;CM002240.1	4614828;4615426	4615362;4617253	+;+	2363	2
NCU01474	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4619403;4619403;4620604;4620786;4620786	4620531;4620706;4620706;4621258;4621258	+;+;+;+;+	1777	12
NCU01473	CM002240.1;CM002240.1	4621323;4622181	4622097;4623251	-;-	1846	6
NCU01472	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4623493;4626717;4627688;4628060;4628166	4626659;4627628;4627977;4628104;4628245	+;+;+;+;+	4494	10
NCU01471	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4628534;4628534;4628999;4630061;4630061;4630279;4630279;4630714;4630714	4629989;4628928;4629989;4630210;4630210;4630402;4630402;4631799;4631799	+;+;+;+;+;+;+;+;+	2816	0
NCU01470	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4633349;4634272;4634412;4634611;4634782;4635079;4635888	4634189;4634357;4634532;4634724;4635027;4635828;4636782	-;-;-;-;-;-;-	3053	204
NCU17017	CM002240.1;CM002240.1;CM002240.1	4636260;4636898;4637201	4636734;4637087;4638278	+;+;+	1743	742
NCU01469	CM002240.1	4638478	4639681	-	1204	20
NCU01468	CM002240.1;CM002240.1	4639972;4640895	4640838;4642189	-;-	2162	2846
nuo10.4	CM002240.1;CM002240.1	4641963;4642754	4642539;4642950	+;+	774	106
NCU01466	CM002240.1;CM002240.1	4643294;4644010	4643947;4646967	-;-	3612	4
NCU01465	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4647463;4647463;4647463;4647463;4651975;4651975;4651975;4652155;4652580;4653083	4651900;4651900;4651900;4651900;4653590;4652872;4652520;4653501;4653590;4653501	+;+;+;+;+;+;+;+;+;+	6054	2
NCU01464	CM002240.1;CM002240.1;CM002240.1	4654691;4655091;4655982	4655014;4655877;4656861	+;+;+	1991	2
NCU01463	CM002240.1;CM002240.1	4657310;4657792	4657716;4659298	-;-	1914	0
NCU01462	CM002240.1;CM002240.1	4660144;4660472	4660399;4661351	-;-	1136	0
NCU01461	CM002240.1;CM002240.1	4663954;4664787	4664725;4669177	-;-	5163	79
rpa-3	CM002240.1;CM002240.1;CM002240.1	4669152;4669736;4669986	4669594;4669838;4670292	+;+;+	853	20
ts	CM002240.1;CM002240.1	4673281;4674659	4674194;4676687	-;-	2943	6
NCU01458	CM002240.1;CM002240.1	4677501;4678420	4678316;4678617	+;+	1014	1
NCU01457	CM002240.1	4678870	4681856	-	2987	53
NCU01456	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4683246;4683246;4684746;4684746;4684885;4684885;4684951;4685673;4685673	4684680;4684680;4684813;4684813;4685576;4684890;4685576;4686957;4686957	-;-;-;-;-;-;-;-;-	3480	4
NCU01455	CM002240.1;CM002240.1	4687108;4688571	4688511;4689654	+;+	2488	12
NCU01454	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4690432;4691164;4691268;4691989	4690989;4691203;4691910;4692338	-;-;-;-	1591	84
NCU01453	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4692275;4692275;4692913;4692913;4693199;4693199;4693449;4693449;4693733;4693733	4692753;4692753;4693074;4693074;4693252;4693252;4693668;4693519;4694477;4694477	+;+;+;+;+;+;+;+;+;+	1660	129
NCU01452	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4694538;4695371;4695988;4696082;4696372	4695308;4695872;4696013;4696166;4696530	+;+;+;+;+	1543	14
NCU01451	CM002240.1;CM002240.1	4697052;4698169	4698112;4699062	+;+	1955	141
NCU01450	CM002240.1;CM002240.1	4701479;4702286	4701665;4702347	+;+	249	27
rib-3	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4705718;4705718;4706158;4706158;4706306;4706306;4706512;4706512;4706642;4706642;4706893;4706893;4706951;4706951;4707183;4707183;4707333;4707333;4707437;4707437;4707773;4707773;4708757	4706089;4706089;4706227;4706227;4706391;4706391;4706541;4706541;4706804;4706804;4706896;4706896;4707106;4707106;4707265;4707265;4707375;4707375;4707684;4707684;4708583;4708931;4709289	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2772	2
NCU01448	CM002240.1;CM002240.1;CM002240.1	4709025;4709286;4709362	4709148;4709309;4709789	-;-;-	576	4
NCU01447	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4710028;4710779;4711001;4711112	4710485;4710917;4711048;4712894	-;-;-;-	2428	2464
NCU01446	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4711446;4711446;4711446;4711769;4711769;4711769;4712019;4712019;4712019;4712451;4712451;4712451;4713085;4713085;4713085;4713451	4711689;4711689;4711689;4711940;4711940;4711940;4712377;4712377;4712377;4712781;4712781;4712640;4713443;4713166;4713246;4713631	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1646	438
NCU01445	CM002240.1;CM002240.1	4713859;4716622	4716557;4717467	-;-	3545	31
NCU01444	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4718352;4719123;4719354;4719552	4718909;4719262;4719482;4720889	-;-;-;-	2165	27
NCU01443	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4720758;4721490;4721751;4722008;4722238;4722406;4722538;4722654;4722822;4722989;4723233	4721402;4721669;4721941;4722176;4722343;4722475;4722597;4722755;4722892;4723099;4723464	+;+;+;+;+;+;+;+;+;+;+	1937	10
NCU17018	CM002240.1	4724006	4725468	+	1463	463
NCU01442	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4728515;4729061;4729757;4729909;4730071;4730419;4730897	4728993;4729690;4729847;4730013;4730314;4730820;4731517	-;-;-;-;-;-;-	2572	753
NCU01441	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4730947;4731447;4731577;4731841;4732051	4731344;4731480;4731758;4731914;4732373	+;+;+;+;+	1011	201
NCU10220	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4732563;4733132;4733406;4733705	4732964;4733277;4733639;4733934	+;+;+;+	1012	18
NCU01440	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4734286;4735375;4735650;4735779;4739693;4739970;4740215	4735316;4735589;4735723;4739631;4739882;4740102;4741305	+;+;+;+;+;+;+	6587	2
NCU01439	CM002240.1;CM002240.1	4742527;4744892	4744830;4745460	+;+	2873	22
naf-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4746171;4746991;4747374;4748172;4748329	4746925;4747316;4748093;4748251;4748649	+;+;+;+;+	2202	14
NCU10143	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4750528;4750971;4751947;4752205;4753487;4754808	4750907;4751888;4752148;4753428;4754740;4755254	-;-;-;-;-;-	4425	0
NCU10144	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4755823;4756075;4756681;4756955;4757306	4755999;4756591;4756885;4757209;4757713	-;-;-;-;-	1562	811
NCU01436	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4757550;4757616;4758037;4758037;4758343	4757959;4757959;4758356;4758243;4758629	+;+;+;+;+	1003	12
stk-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4758899;4759496;4759648;4759811;4760264	4759432;4759577;4759747;4760207;4761774	-;-;-;-;-	2624	16
NCU01434	CM002240.1	4762199	4763389	-	1191	6
ppt-1	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4763438;4763810;4764384;4764687;4765234;4765418	4763749;4764296;4764627;4765125;4765314;4765965	+;+;+;+;+;+	2111	14
NCU01432	CM002240.1;CM002240.1;CM002240.1	4766633;4767093;4767546	4767036;4767451;4767995	+;+;+	1213	4
bni1	CM002240.1;CM002240.1;CM002240.1	4768952;4769917;4774073	4769498;4774015;4776086	-;-;-	6660	16
NCU01430	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4776449;4777493;4777715;4777927	4777342;4777656;4777867;4779402	-;-;-;-	2687	3205
ser-7	CM002240.1;CM002240.1;CM002240.1	4777829;4779687;4779938	4779618;4779879;4781182	+;+;+	3228	1183
NCU01428	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4781437;4781437;4781437;4782055;4782236;4782236	4783164;4781996;4781996;4782116;4783164;4783164	-;-;-;-;-;-	1728	117
NCU17019	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4800006;4800006;4801226;4801226;4802044	4801167;4801167;4802016;4801359;4802369	+;+;+;+;+	2279	12
NCU04095	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4804017;4804017;4808645;4808688	4808542;4808542;4809696;4809696	+;+;+;+	5578	36
prk-9	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4812741;4812741;4813159;4813159;4813350;4813350;4813597	4813041;4813041;4813226;4813226;4815929;4813517;4815929	-;-;-;-;-;-;-	2949	0
NCU04097	CM002240.1	4817487	4819056	-	1570	91
NCU04098	CM002240.1;CM002240.1;CM002240.1	4818931;4819423;4819777	4819319;4819705;4819944	+;+;+	840	98
NCU04099	CM002240.1;CM002240.1	4821584;4821806	4821644;4822949	-;-	1205	0
NCU04100	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4823431;4823853;4825721;4825964	4823775;4825601;4825855;4826401	+;+;+;+	2667	8
NCU04101	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4827354;4827643;4827862;4828422;4828895;4830488	4827581;4827790;4828345;4828837;4830425;4830766	+;+;+;+;+;+	3086	1
NCU04102	CM002240.1;CM002240.1;CM002240.1	4831829;4834435;4834657	4834340;4834584;4835363	+;+;+	3369	2
NCU04103	CM002240.1;CM002240.1	4838755;4839172	4839109;4840088	-;-	1272	12
NCU04104	CM002240.1;CM002240.1;CM002240.1	4845021;4846111;4848406	4846050;4848289;4848886	+;+;+	3690	38
NCU04105	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4849715;4850709;4851184;4851619;4851619	4850504;4851560;4851560;4856856;4856193	-;-;-;-;-	6880	0
NCU04106	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4860645;4860645;4861482;4861482;4861807;4861807;4861895;4861895;4862025;4862025;4862883	4861425;4861425;4861742;4861742;4861829;4861829;4861965;4861965;4863074;4862534;4863244	+;+;+;+;+;+;+;+;+;+;+	2356	2
NCU04107	CM002240.1;CM002240.1	4864450;4864996	4864713;4865151	+;+	420	0
NCU04108	CM002240.1;CM002240.1	4866314;4867880	4867747;4869725	-;-	3280	14
gst-2	CM002240.1;CM002240.1;CM002240.1	4869929;4870568;4871105	4870434;4871012;4871716	-;-;-	1563	4
NCU04110	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4871928;4872531;4872951;4873231;4873621	4872465;4872748;4873174;4873557;4874649	-;-;-;-;-	2336	4
NCU04111	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4874846;4875824;4876418;4877414	4875711;4876353;4877275;4878046	+;+;+;+	2887	22
NCU04112	CM002240.1;CM002240.1	4879246;4885606	4885045;4885861	+;+	6056	4
NCU04113	CM002240.1	4892386	4895884	+	3499	6
NCU04114	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4896094;4896499;4896704;4896829	4896326;4896586;4896764;4897404	-;-;-;-	958	1320
NCU04115	CM002240.1;CM002240.1;CM002240.1	4897107;4897854;4898163	4897766;4898089;4898456	+;+;+	1190	217
NCU04116	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4898686;4898686;4899409;4899623;4899623;4899878;4899878	4899322;4899500;4899500;4899823;4899823;4900989;4900990	-;-;-;-;-;-;-	2129	6
NCU04117	CM002240.1	4901323	4904760	-	3438	0
NCU04118	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4906279;4906881;4907056;4908417	4906785;4906961;4908332;4908872	-;-;-;-	2321	14
NCU04119	CM002240.1;CM002240.1;CM002240.1	4908883;4909842;4910482	4909767;4910413;4910834	+;+;+	1810	4
cmd	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4911110;4911596;4911766;4911963;4912149;4912425	4911443;4911652;4911781;4912088;4912361;4913296	-;-;-;-;-;-	1618	4
NCU04121	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4914071;4914468;4914661;4914911;4917098	4914382;4914591;4914849;4917029;4917573	-;-;-;-;-	3220	48
NCU04122	CM002240.1;CM002240.1;CM002240.1	4917314;4918086;4918761	4917986;4918686;4919726	+;+;+	2240	236
NCU04123	CM002240.1;CM002240.1	4920230;4920615	4920489;4920752	+;+	398	2
NCU04124	CM002240.1;CM002240.1;CM002240.1	4922401;4925084;4925327	4925007;4925251;4925861	+;+;+	3310	2
NCU04125	CM002240.1;CM002240.1	4925942;4926333	4926256;4930049	-;-	4032	2
NCU15123	CM002240.1	4930235	4930320	-	86	0
NCU15124	CM002240.1	4932322	4932418	-	97	0
NCU04126	CM002240.1	4933884	4934715	-	832	126
NCU04127	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4934983;4935259;4935371;4935437;4935527	4935190;4935312;4935378;4935461;4935990	-;-;-;-;-	759	26
NCU04128	CM002240.1;CM002240.1	4936676;4937063	4936936;4937890	+;+	1089	9
NCU15125	CM002240.1	4939319	4939435	+	117	0
NCU04129	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4939841;4940456;4941090;4941269	4940349;4941024;4941207;4941687	-;-;-;-	1615	12
NCU04130	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4942357;4942779;4942869;4943285	4942721;4942797;4943218;4944707	-;-;-;-	2157	77
NCU04131	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4944484;4945778;4945952;4946288;4947091	4945714;4945895;4946215;4947033;4947354	+;+;+;+;+	2623	430
NCU04132	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4950340;4950577;4950683;4952216;4952216;4952411;4952411	4950591;4952149;4952149;4952359;4952359;4952874;4952900	-;-;-;-;-;-;-	2444	2
NCU04133	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4953442;4954361;4954692;4955662	4954280;4954633;4955609;4957912	-;-;-;-	4281	0
NCU04134	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4958620;4959217;4959402;4959531	4959072;4959319;4959453;4959929	-;-;-;-	1007	10
NCU04135	CM002240.1;CM002240.1	4959584;4961073	4961004;4961391	+;+	1740	4
NCU04136	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4961594;4962804;4963048;4963913	4962167;4962986;4963853;4965433	-;-;-;-	3084	2
NCU04137	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4965595;4966467;4966913;4967575	4966388;4966847;4967515;4969262	-;-;-;-	3466	1243
NCU04138	CM002240.1	4968063	4969576	+	1514	53
NCU04139	CM002240.1;CM002240.1	4969821;4970326	4970210;4971249	-;-	1314	92
fkr-2	CM002240.1;CM002240.1	4970561;4972036	4971825;4972617	+;+	1847	340
hsp80	CM002240.1;CM002240.1;CM002240.1	4974497;4974931;4975294	4974699;4975228;4977515	-;-;-	2723	8
NCU15126	CM002240.1	4978413	4978484	-	72	0
stk-26	CM002240.1;CM002240.1	4978981;4980278	4980223;4982821	+;+	3787	0
NCU04144	CM002240.1;CM002240.1;CM002240.1	4985897;4986673;4988310	4986590;4988233;4988712	-;-;-	2658	0
NCU04145	CM002240.1	4989513	4992838	+	3326	10
NCU04146	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4992804;4992982;4993296;4993377	4992906;4993188;4993318;4993632	-;-;-;-	589	4
NCU04147	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5000076;5001680;5001832;5002073	5001599;5001740;5002005;5002854	+;+;+;+	2541	0
NCU04148	CM002240.1;CM002240.1	5005700;5005970	5005890;5006538	-;-	760	14
NCU04149	CM002240.1;CM002240.1	5006500;5008221	5008156;5008608	+;+	2045	6
NCU04150	CM002240.1;CM002240.1;CM002240.1	5008818;5009069;5009314	5008998;5009235;5010271	-;-;-	1306	8
NCU04151	CM002240.1	5010464	5011972	-	1509	12
dim-7	CM002240.1;CM002240.1;CM002240.1	5011283;5012672;5014340	5012594;5014271;5014974	+;+;+	3547	296
NCU04153	CM002240.1;CM002240.1	5015223;5015530	5015411;5017014	-;-	1674	18
NCU04154	CM002240.1	5016982	5018830	+	1849	39
NCU04155	CM002240.1;CM002240.1	5019106;5019982	5019907;5020760	+;+	1581	2
erg-1	CM002240.1;CM002240.1;CM002240.1	5020994;5021721;5022417	5021633;5022308;5022691	-;-;-	1503	4
nmr	CM002240.1	5027349	5030561	-	3213	8
NCU04159	CM002240.1;CM002240.1;CM002240.1	5030925;5031712;5032312	5031604;5032147;5032606	+;+;+	1411	0
NCU04160	CM002240.1	5033352	5035745	-	2394	6
NCU04161	CM002240.1;CM002240.1;CM002240.1	5036464;5040211;5040880	5040159;5040816;5042011	+;+;+	5434	6
NCU04162	CM002240.1;CM002240.1;CM002240.1	5042169;5042462;5043310	5042242;5042614;5043409	-;-;-	327	2
NCU04163	CM002240.1	5045449	5046468	+	1020	16
NCU04164	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5046915;5047921;5048520;5048520;5049083;5049083;5049512;5049512;5049877;5049877	5048463;5048463;5049023;5049017;5049435;5049435;5049614;5049614;5050543;5050450	+;+;+;+;+;+;+;+;+;+	3176	2
NCU04165	CM002240.1;CM002240.1	5050929;5052410	5052336;5052745	+;+	1744	4
NCU04166	CM002240.1;CM002240.1	5052933;5054294	5054230;5055587	-;-	2592	10
NCU04167	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5055536;5056892;5057180;5057648;5058680;5058756	5056819;5057108;5057571;5058399;5058695;5060270	+;+;+;+;+;+	4176	7
NCU04168	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5063063;5063515;5064039;5064443	5063434;5063983;5064384;5065541	+;+;+;+	2286	0
NCU04169	CM002240.1	5067463	5069571	-	2109	2
NCU04170	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5073580;5073580;5073966;5073966;5076066	5073897;5073897;5080269;5076005;5080269	-;-;-;-;-	6622	0
NCU04171	CM002240.1;CM002240.1;CM002240.1	5080624;5081292;5082180	5081155;5081976;5082628	-;-;-	1666	9
NCU04172	CM002240.1	5082638	5083882	+	1245	0
NCU17024	CM002240.1;CM002240.1	5084281;5085483	5085321;5085798	+;+	1357	18
act	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5086770;5086832;5087253;5087253;5087430;5087430;5087604;5087604;5087713;5087713;5088549;5088549;5088850	5087112;5087112;5087283;5087283;5087485;5087485;5087634;5087634;5088484;5088484;5088780;5089247;5089247	-;-;-;-;-;-;-;-;-;-;-;-;-	1932	2
