# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU06706	CM002240.1;CM002240.1;CM002240.1	4343394;4344440;4344669	4344381;4344614;4345233	-;-;-	1728	1425	1383	1526	1623	1458	1414	1297	1672	1710	770	698	1051	374	383	392	1344	1524	1124	718	971	674	1864	2320	2279	2019	373	382	458
NCU15120	CM002240.1	4345222	4345314	-	93	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0
NCU06707	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4345551;4345551;4345551;4345551;4346182;4346182;4346182;4346182;4346656;4346656;4346656;4346656;4347307;4347307;4347307;4347307;4348361;4348361;4348361;4348748;4348748;4348748	4346127;4346127;4346127;4346127;4346593;4346593;4346593;4346593;4347249;4347249;4347249;4347249;4348246;4348246;4348246;4348246;4348829;4348472;4348438;4348829;4348829;4348829	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2992	3493	2886	3313	3232	3023	3245	2324	2880	2801	1700	1932	2471	996	536	709	3312	3325	2652	1437	1381	1373	4995	6200	6311	4892	641	635	1031
NCU06708	CM002240.1;CM002240.1	4349369;4349682	4349564;4350675	+;+	1190	2256	2067	2306	2707	2429	2282	1937	2453	2346	1147	1273	1733	730	624	666	2511	2858	2030	1332	1480	1192	4123	5066	4877	4140	551	692	659
NCU06709	CM002240.1;CM002240.1	4350372;4352308	4352094;4353052	-;-	2468	1474	1085	1338	1275	1190	1303	955	1201	1195	754	781	1022	489	245	358	1395	1450	1115	559	666	492	2483	3445	3483	2631	310	281	321
NCU06710	CM002240.1;CM002240.1	4353816;4356115	4356046;4356328	-;-	2445	3525	3132	3494	3032	2987	3067	2959	3471	3698	2042	2044	2600	1052	751	751	2972	3136	2262	1761	2124	1658	5838	6838	6731	5841	833	748	967
NCU06711	CM002240.1;CM002240.1	4356825;4357889	4357808;4358729	+;+	1825	14074	23226	13955	11893	10403	12856	8352	11200	10678	16796	17744	25053	3713	3416	5969	4536	4074	3872	3091	3945	3902	6753	8352	8327	6614	5299	3556	2805
NCU06712	CM002240.1;CM002240.1;CM002240.1	4358636;4359561;4359792	4359454;4359672;4360302	-;-;-	1442	12055	10573	11964	12351	11194	11302	11351	13662	13120	7956	8278	11748	4685	3696	4266	12377	12983	9945	6402	7942	5506	23259	29758	29266	23129	3455	3667	4301
NCU06713	CM002240.1;CM002240.1	4360260;4361108	4361005;4362570	+;+	2209	5936	6296	5816	6457	5643	5795	5641	6763	6858	4764	4727	6234	2394	1698	2176	6281	6434	4752	3390	4311	3003	12078	13820	13691	12021	1557	1856	1951
NCU06714	CM002240.1	4361486	4364948	-	3463	883	916	820	886	847	1015	475	718	570	787	634	878	196	116	143	636	606	458	171	168	269	914	1117	1111	871	189	158	109
NCU06715	CM002240.1;CM002240.1	4365119;4369654	4369582;4370189	-;-	5000	3533	3382	3415	3435	3143	3310	2163	2911	2503	2576	2219	2754	920	821	700	2980	3083	2454	1713	1878	1756	4673	5330	5533	4761	872	749	592
NCU06716	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4370460;4370460;4371666;4371666;4372196	4371593;4371593;4372831;4371989;4372831	-;-;-;-;-	2300	3329	3388	3013	3073	2913	3021	2792	3248	3173	2819	3295	4368	925	743	876	2337	2400	1938	1623	1907	1443	5540	6996	7033	5764	841	865	1051
NCU06717	CM002240.1;CM002240.1	4373697;4374733	4374642;4375445	+;+	1659	5583	6114	5590	5562	4865	5191	4637	6264	5910	3399	3657	4529	1640	1486	1636	4398	4968	3620	2491	3050	2204	9208	10729	10518	8854	1441	1492	1442
NCU06718	CM002240.1;CM002240.1;CM002240.1	4375552;4378069;4378419	4378004;4378357;4379635	-;-;-	3959	3784	3184	3569	3507	3141	3609	3584	4317	4096	3785	4014	5184	1152	779	1037	3771	3657	3393	2744	3105	2133	5535	6781	6905	5624	800	897	1072
NCU14080	CM002240.1	4378677	4379470	-	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU06719	CM002240.1;CM002240.1	4380242;4380400	4380327;4382626	+;+	2313	49	27	41	42	58	75	36	24	45	29	42	75	16	8	4	38	40	40	49	31	28	60	92	112	61	1	7	5
NCU06720	CM002240.1;CM002240.1;CM002240.1	4380680;4384173;4384408	4384108;4384348;4384847	-;-;-	4045	3031	1816	4152	2199	2049	2154	2338	3545	3363	3623	3651	4736	1479	1360	1246	3734	2801	3192	2002	2894	2555	2501	3079	2866	2519	2344	1685	2096
NCU06721	CM002240.1;CM002240.1	4386611;4388072	4387959;4388295	-;-	1573	470	563	519	488	424	515	628	863	899	129	94	171	75	115	104	327	278	238	174	215	170	383	360	426	391	68	101	79
NCU06722	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4388446;4388843;4389732;4389863;4390719	4388765;4389667;4389759;4390658;4391141	+;+;+;+;+	2392	8588	11333	8601	6983	6257	6822	7217	9213	8902	7485	8111	10990	2126	1869	2067	4818	5108	3768	2543	2913	2509	9707	12141	12201	9815	3307	2422	2970
NCU15623	CM002240.1	4390725	4390824	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU15121	CM002240.1	4392420	4392493	-	74	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
NCU15122	CM002240.1	4392674	4392768	-	95	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCU06724	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4393869;4395750;4396753;4397025	4395675;4395860;4396881;4397472	-;-;-;-	2495	72711	74975	64778	53970	45206	47055	47825	60335	55249	23112	26103	35697	18357	18920	17779	48149	45110	34471	13447	17441	13878	91208	119550	117510	91227	10460	16119	14795
NCU06725	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4402796;4402988;4403221;4403379;4403678;4404446;4404949	4402816;4403038;4403244;4403542;4404226;4404760;4405696	-;-;-;-;-;-;-	1872	249	413	211	185	172	175	131	186	149	105	143	203	20	15	20	29	51	42	18	19	30	44	59	49	51	18	14	27
NCU06726	CM002240.1	4406380	4407688	+	1309	50	63	64	55	41	59	52	62	53	6	12	23	25	20	27	48	56	37	21	41	44	66	92	71	79	13	16	15
NCU06727	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4406588;4408468;4408780;4409604	4408197;4408705;4409108;4409961	-;-;-;-	2535	34138	31495	31874	33620	29723	29820	35598	44523	42852	13471	14937	20847	8996	8310	7316	23120	21804	18295	14987	17203	13604	40730	53519	53313	40883	5963	7350	8277
NCU17014	CM002240.1;CM002240.1	4412217;4413047	4412846;4413204	-;-	788	8	3	4	7	2	10	0	4	2	2	0	12	4	10	5	8	10	6	6	18	2	17	7	10	14	4	2	2
NCU06729	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4415676;4415676;4416668;4416668;4416914;4416914;4417128;4417128;4417440;4417440;4418865	4416598;4416598;4416852;4416852;4417071;4417071;4417386;4417386;4418472;4418983;4419047	+;+;+;+;+;+;+;+;+;+;+	3133	6125	4993	5678	3927	3350	3413	3366	4237	3825	1931	1969	2585	1562	1333	1050	4029	4267	2874	1526	1626	1352	8912	10831	11131	8870	850	1195	1270
NCU06730	CM002240.1;CM002240.1	4421753;4422287	4421983;4422508	+;+	453	103	132	97	126	93	82	68	81	87	94	46	99	43	26	36	114	116	94	67	70	43	164	184	207	154	34	16	57
NCU15624	CM002240.1	4423060	4423159	-	100	4	5	0	3	1	4	4	4	6	3	10	2	0	1	0	2	1	2	0	3	2	2	4	6	2	1	1	2
NCU06731	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4423644;4424691;4425605;4425974	4424543;4425550;4425899;4426081	-;-;-;-	2163	1772	1760	2301	966	752	785	837	1053	855	856	1007	1268	537	316	461	1130	1104	769	385	438	470	2275	2732	2738	2381	267	417	320
NCU06732	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4431360;4432561;4432752;4432947;4433509	4432488;4432696;4432861;4433449;4434069	+;+;+;+;+	2439	10601	10600	9681	9431	8310	8752	6232	8252	7847	6071	6303	8250	4311	3522	2741	6440	5884	4735	3725	4616	3729	10848	13094	13222	10624	2394	2680	3734
NCU06733	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4434466;4434466;4435365;4435441	4435303;4435303;4441314;4441314	+;+;+;+	6788	3383	2999	3150	3422	2989	2803	2499	3297	2734	1936	1665	2117	648	477	528	3308	3289	2512	1310	1339	1359	4432	5174	5193	4583	540	485	473
NCU09527	CM002240.1;CM002240.1;CM002240.1	4472612;4473654;4473947	4473591;4473874;4475197	+;+;+	2452	3607	3110	3173	2786	2234	2227	4099	5141	4978	1272	1194	1684	1299	947	836	3294	4145	2308	712	1069	869	7249	8842	9135	7557	799	1049	1101
NCU09528	CM002240.1;CM002240.1	4475025;4476435	4476353;4476719	-;-	1614	1940	1875	2097	1673	1509	1517	3139	3840	3932	295	308	566	788	684	655	1184	1264	1043	525	609	644	2216	2569	2822	2233	572	529	552
NCU14081	CM002240.1	4477080	4478044	+	965	220	153	243	288	272	230	56	104	83	103	184	203	101	110	125	334	406	239	130	193	116	548	667	626	584	93	94	183
NCU09529	CM002240.1;CM002240.1	4479425;4481703	4481644;4483762	-;-	4280	10815	13242	10413	8977	7346	8558	4409	5854	4882	4328	4267	5433	2283	3117	2343	5253	4484	4366	1994	2670	2640	8671	9668	9754	8238	1705	2247	2160
NCU14082	CM002240.1;CM002240.1	4485428;4485768	4485679;4486065	+;+	550	347	510	332	242	210	269	224	224	220	140	154	300	125	125	170	122	101	124	101	126	112	110	251	150	183	55	71	142
NCU09530	CM002240.1	4486089	4486492	-	404	4	6	5	4	4	1	3	14	4	12	10	11	4	12	3	7	1	8	3	5	6	8	4	4	11	14	8	4
NCU09532	CM002240.1	4493702	4495126	-	1425	2720	1288	3635	1930	1553	1455	1066	1131	1374	618	576	766	970	475	609	7534	8283	5829	2775	3111	2276	13244	15774	15719	13333	1143	1053	1271
NCU09533	CM002240.1;CM002240.1;CM002240.1	4497013;4497401;4497630	4497345;4497563;4498837	+;+;+	1704	2892	1648	3026	2104	1851	1977	1320	1499	1636	564	670	1047	1042	636	697	5198	5497	3917	2252	2425	1630	7347	8872	9260	7676	1171	837	1289
NCU09534	CM002240.1;CM002240.1	4498734;4499554	4499468;4499929	-;-	1111	8504	6945	12659	6241	5776	6120	3380	3852	4014	3610	4113	5897	3617	2439	3375	13474	13579	11809	6619	7450	4968	21614	25696	26115	20962	2685	2843	4574
NCU09535	CM002240.1;CM002240.1;CM002240.1	4500797;4501478;4502602	4501410;4502461;4503215	+;+;+	2212	4519	3803	5583	3482	2832	3129	3545	4206	4632	1400	1549	2299	1841	1095	1398	6469	6548	4841	3120	3358	2454	10538	12994	12775	10374	1492	1324	1664
NCU09536	CM002240.1;CM002240.1	4503045;4506072	4506009;4506643	-;-	3537	5353	8120	5449	4391	3658	4601	2181	3065	2897	4921	4507	5707	1383	851	808	2163	2094	1614	1198	1185	1258	3349	3851	3763	3405	1007	792	678
NCU09537	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4519795;4521329;4522862;4523112	4521265;4522781;4523043;4524108	-;-;-;-	4103	9932	7820	9035	7609	6365	6895	6816	8684	8262	5984	5520	7065	2992	2470	1997	7475	7622	5192	3190	3714	3239	17264	21067	20685	16653	2501	2237	2524
NCU09538	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4524704;4524844;4525354;4525650	4524794;4525303;4525566;4526833	+;+;+;+	1948	6206	5338	6157	5004	4654	4940	4640	6062	5919	3953	3889	5212	2895	1970	1684	5450	5635	4112	2678	3620	2447	9664	11147	11105	9419	2320	2000	2759
NCU09539	CM002240.1;CM002240.1;CM002240.1	4526614;4527474;4527585	4527389;4527518;4527746	-;-;-	983	7092	7045	6842	7382	6433	6719	7141	8433	8724	4000	4441	6400	2844	2216	2350	6300	6195	5135	3665	5011	3376	13312	15875	15615	13724	2037	2374	3278
NCU09540	CM002240.1	4527883	4531009	+	3127	1225	1379	1297	1141	1100	1104	745	1196	1178	1054	1080	1455	414	343	313	696	701	622	355	432	388	1258	1394	1485	1259	515	368	347
NCU09541	CM002240.1;CM002240.1	4532072;4533005	4532916;4535646	+;+	3487	9629	14252	10401	8241	7457	9338	3639	4990	4594	9279	8596	11563	3384	3256	3063	4940	4263	3918	2541	3010	3185	4161	5292	5306	4042	3325	2529	3010
NCU09542	CM002240.1	4533944	4535758	-	1815	1	1	2	5	1	5	0	3	1	2	0	2	0	0	0	5	5	3	3	1	2	3	3	5	7	2	1	4
NCU09543	CM002240.1;CM002240.1;CM002240.1	4536268;4536928;4537200	4536858;4537140;4537789	+;+;+	1394	889	718	911	755	724	628	542	815	802	181	182	283	396	379	295	591	602	455	229	339	213	1334	1553	1458	1320	247	242	316
NCU09544	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4538315;4538340;4538466;4539109;4539109;4539551;4539551;4539652;4539652;4539937;4540216;4540216	4538380;4538666;4538666;4539156;4539156;4539598;4539598;4539752;4539752;4540080;4542381;4542381	+;+;+;+;+;+;+;+;+;+;+;+	2859	1384	1169	1099	1042	949	840	798	1125	1017	377	331	528	375	182	208	1045	1146	703	746	782	727	2696	2973	3154	2854	243	253	279
NCU09545	CM002240.1	4542493	4545256	-	2764	2989	2748	2746	2839	2295	2211	4133	5693	5318	748	721	963	597	670	572	1988	1866	1302	603	676	598	2524	3034	2877	2414	418	545	436
NCU14083	CM002240.1;CM002240.1	4545606;4546219	4545965;4546518	-;-	660	171	214	194	308	347	280	213	236	249	201	210	349	146	126	114	146	160	183	195	211	186	341	372	378	300	73	79	220
NCU09546	CM002240.1;CM002240.1;CM002240.1	4547021;4547878;4548789	4547721;4548723;4549681	+;+;+	2440	2476	2372	2377	2085	1679	1682	2598	3467	3395	1017	1133	1486	790	711	585	1603	1652	1366	587	749	756	3529	4201	4095	3675	506	583	566
NCU09547	CM002240.1	4549414	4551590	-	2177	1370	1000	1249	1204	957	946	1229	1659	1664	542	521	716	358	295	311	918	938	699	338	408	322	2091	2559	2637	2113	240	267	296
NCU09548	CM002240.1;CM002240.1	4551889;4553642	4553584;4554253	-;-	2308	763	404	670	692	687	727	540	627	711	541	530	700	434	281	271	846	925	612	344	481	308	1361	1738	1724	1454	226	251	439
NCU09549	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4554461;4554910;4556935;4557619	4554844;4556856;4557547;4557854	-;-;-;-	3180	2943	2357	2420	2909	2435	2672	2086	2646	2571	906	918	1184	644	724	604	1849	1551	1451	1019	1143	1117	2527	3316	3198	2535	369	469	498
NCU09550	CM002240.1	4558307	4559728	+	1422	99	146	81	197	190	182	169	175	226	70	74	115	36	42	43	34	51	54	35	41	54	108	141	141	99	45	40	98
NCU09551	CM002240.1;CM002240.1;CM002240.1	4559876;4561228;4562155	4561168;4562096;4562322	-;-;-	2330	658	706	618	732	650	647	562	733	672	509	508	590	233	230	120	540	455	356	266	359	350	955	1090	1046	866	148	160	251
NCU09552	CM002240.1;CM002240.1	4562796;4566708	4566647;4566951	-;-	4096	1631	1335	1461	1495	1166	1149	1962	2602	2284	331	307	446	312	229	249	1225	1327	856	624	680	680	2718	3429	3483	2691	267	286	306
NCU09553	CM002240.1;CM002240.1	4567334;4567762	4567686;4569163	+;+	1755	1747	1316	1810	1334	1242	1243	4005	4916	4728	659	703	960	692	476	549	1708	1617	1292	872	1223	840	2731	3311	3267	2751	449	402	589
NCU10951	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4569546;4569770;4570324;4570550	4569621;4569906;4570417;4570557	+;+;+;+	315	0	0	0	1	0	0	2	3	2	0	2	1	0	0	0	0	0	0	0	2	4	0	2	0	4	0	0	0
NCU09556	CM002240.1;CM002240.1;CM002240.1;CM002240.1	4580028;4581773;4581966;4582733	4581720;4581910;4582669;4584044	+;+;+;+	3847	888	614	800	1459	1286	1775	297	285	286	1322	1290	1550	207	120	117	387	374	300	303	261	248	549	700	669	564	103	124	257
NCU17016	CM002240.1	4588085	4589430	+	1346	84	46	55	95	74	52	33	44	34	55	49	61	51	40	33	98	74	71	63	76	48	143	129	96	133	18	12	36
NCU01480	CM002240.1;CM002240.1	4590986;4592267	4592182;4593750	-;-	2681	1119	1111	1171	1143	1091	1286	956	1158	1104	748	807	1097	571	426	275	1172	1199	950	714	723	615	1824	2635	2296	1873	446	325	313
NCU01479	CM002240.1;CM002240.1	4594146;4595508	4595441;4598010	-;-	3799	8489	10050	8449	7594	6796	7579	7667	9816	8868	9009	9006	11886	2732	2975	1945	5696	5229	4132	3362	4249	3416	11152	13787	13790	10922	1798	1919	2236
NCU01478	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4598516;4599816;4601109;4601502;4601632;4601852	4599760;4601052;4601447;4601566;4601759;4603188	-;-;-;-;-;-	4351	8712	7463	8486	7546	7079	7683	5809	7297	6620	6024	6075	7697	2312	1537	1787	7123	7515	5393	3568	3878	3275	13356	15581	15235	12717	1505	1635	2030
NCU01477	CM002240.1;CM002240.1	4605706;4607721	4607610;4609263	-;-	3448	14954	12762	14463	10686	9142	11113	10141	12127	11733	15234	16075	21177	7977	4976	4456	15684	16980	11897	6742	7310	5430	31307	37769	36793	31012	3719	4902	6447
NCU01476	CM002240.1;CM002240.1;CM002240.1	4610429;4610830;4611091	4610770;4610978;4613810	+;+;+	3211	2715	1719	2853	2086	1876	1956	1301	1581	1541	2281	2599	3462	1183	580	721	3543	4055	2693	1082	1373	1091	8043	10148	10107	7843	662	666	880
NCU01475	CM002240.1;CM002240.1	4614828;4615426	4615362;4617253	-;-	2363	884	953	945	560	522	529	533	643	756	712	582	828	225	164	175	595	638	450	208	192	199	1054	1332	1358	1199	173	139	167
NCU01474	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4619403;4619403;4620604;4620786;4620786	4620531;4620706;4620706;4621258;4621258	-;-;-;-;-	1777	3807	3915	3952	4087	3531	3623	4593	5430	5366	2389	2743	3800	1599	1848	1505	2969	2889	2138	1925	2359	1911	5974	7142	7265	5885	1313	1241	1357
NCU01473	CM002240.1;CM002240.1	4621323;4622181	4622097;4623251	+;+	1846	3501	3343	3397	3055	2908	3005	3623	4681	4429	1476	1402	1856	980	1074	946	2512	2240	1652	1306	1743	1335	3998	4374	4567	3769	811	776	923
NCU01472	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4623493;4626717;4627688;4628060;4628166	4626659;4627628;4627977;4628104;4628245	-;-;-;-;-	4494	296	236	291	245	302	251	280	321	296	292	299	482	69	38	48	298	298	242	158	151	134	403	490	438	388	59	82	41
NCU01471	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4628534;4628534;4628999;4630061;4630061;4630279;4630279;4630714;4630714	4628928;4629989;4629989;4630210;4630210;4630402;4630402;4631799;4631799	-;-;-;-;-;-;-;-;-	2816	6374	6295	5885	5478	4869	4878	4776	6291	5947	3025	3397	4407	1512	1480	1278	4192	4556	3338	1861	2166	1854	7794	9231	9375	7590	1040	1249	2032
NCU01470	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4633349;4634272;4634412;4634611;4634782;4635079;4635888	4634189;4634357;4634532;4634724;4635027;4635828;4636782	+;+;+;+;+;+;+	3053	7953	7531	7772	7958	6826	6804	5611	7557	6767	6037	6332	8075	2562	2085	1937	6713	6708	5413	3632	4136	3982	12718	14614	14076	12816	1754	1833	1466
NCU17017	CM002240.1;CM002240.1;CM002240.1	4636260;4636898;4637201	4636734;4637087;4638278	-;-;-	1743	780	717	840	932	834	985	782	1048	999	406	476	606	243	162	162	807	819	720	386	492	428	1410	1768	1861	1346	170	187	159
NCU01469	CM002240.1	4638478	4639681	+	1204	1254	1017	1303	1240	1105	1108	1466	1968	1902	650	584	789	493	412	501	1143	1211	880	355	481	366	1530	1917	1789	1590	357	390	519
NCU01468	CM002240.1;CM002240.1	4639972;4640895	4640838;4642189	+;+	2162	6900	8371	7225	6030	4987	5815	4174	5492	5433	5356	4968	7509	1898	1721	1767	3807	3764	3013	1979	2405	2437	5571	7082	6713	5364	2687	1848	1679
NCU01467	CM002240.1;CM002240.1	4641963;4642754	4642539;4642950	-;-	774	8431	9235	8352	8445	8044	7790	7171	8837	8199	5271	5684	8232	2928	1969	2760	7047	7408	5940	4262	4844	4215	13622	17893	17960	13703	2268	2526	2273
NCU01466	CM002240.1;CM002240.1	4643294;4644010	4643947;4646967	+;+	3612	1651	1296	1441	1190	1041	1108	1822	2235	2110	436	464	620	310	248	190	948	1070	770	381	413	428	1917	2397	2560	1911	231	252	213
NCU01465	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	4647463;4647463;4647463;4647463;4651975;4651975;4651975;4652155;4652580;4653083	4651900;4651900;4651900;4651900;4653590;4652520;4652872;4653501;4653590;4653501	-;-;-;-;-;-;-;-;-;-	6054	4971	3893	4335	3589	2927	3086	3262	4187	3476	2800	2417	3290	1287	941	797	3961	4159	2897	1472	1509	1391	6706	7742	7784	6589	828	710	1085
NCU01464	CM002240.1;CM002240.1;CM002240.1	4654691;4655091;4655982	4655014;4655877;4656861	-;-;-	1991	4470	3250	4292	4010	3368	3648	2934	3493	3513	2082	2193	2587	1199	829	1379	4844	4982	3638	2364	3063	1816	7481	9045	8684	7360	930	1033	1047
NCU01463	CM002240.1;CM002240.1	4657310;4657792	4657716;4659298	+;+	1914	330	149	251	226	205	239	140	209	204	79	67	119	134	94	50	246	350	228	123	161	124	453	525	544	474	71	87	91
NCU01462	CM002240.1;CM002240.1	4660144;4660472	4660399;4661351	+;+	1136	61	108	47	132	95	125	64	90	70	19	17	15	0	4	3	7	8	14	16	8	5	16	32	21	30	2	2	2
NCU01461	CM002240.1;CM002240.1	4663954;4664787	4664725;4669177	+;+	5163	2349	2173	2239	2411	2131	2095	2469	2920	2636	883	907	1073	842	514	406	2401	2642	1786	1006	1158	1141	4806	6127	5866	4753	718	457	659
