# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-t" "CDS" "-g" "gene_name" "-s" "0" "--primary" "-a" "/home/zlewis/Genomes/Neurospora/Nc12_RefSeq/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.gtf" "-o" "/scratch/evt82290/RNAseq/qa-suz12/counts/readcounts_newseq.txt" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam
NCU02264	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3137360;3137360;3137818;3137818;3138315;3138622	3137550;3137550;3138052;3138184;3138539;3138738	+;+;+;+;+;+	900	3270	3766	2584	8910	11154	11008	8644	1415	739	1595	381	252	941	413	1432	78	42	26	2032
NCU02263	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3140134;3140398;3140514;3140738	3140301;3140447;3140637;3141400	+;+;+;+	1005	4059	5074	2737	11207	13362	13028	11019	1120	617	1246	277	50	436	194	560	32	20	6	1057
NCU02262	CM002242.1;CM002242.1	3142087;3142953	3142872;3143153	-;-	987	353	441	246	1298	1490	1533	1223	137	112	162	71	26	85	35	107	0	2	0	209
NCU02261	CM002242.1;CM002242.1;CM002242.1	3144890;3145086;3145274	3144982;3145156;3145481	-;-;-	372	2932	2126	1959	6325	7692	7779	6469	1113	570	1715	1447	358	1115	776	2877	199	20	10	1922
rpt-3	CM002242.1;CM002242.1;CM002242.1	3147557;3147822;3147983	3147753;3147920;3148952	+;+;+	1266	5188	7069	3633	17316	21006	20514	16932	2566	1153	2549	1104	309	1199	560	1779	104	29	8	1956
NCU02259	CM002242.1	3150895	3152466	-	1572	647	602	374	1769	1930	1824	1652	120	54	167	67	43	156	36	113	12	8	10	219
NCU02258	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3153444;3153688;3154275;3154803;3155027	3153614;3154137;3154697;3154848;3155127	-;-;-;-;-	1191	342	181	107	563	744	699	550	48	24	62	4	14	28	18	23	0	8	8	84
NCU02257	CM002242.1;CM002242.1	3159170;3160577	3160494;3160967	-;-	1716	493	559	357	1433	1752	1791	1420	1038	552	1211	197	76	394	204	365	48	17	16	494
NCU02256	CM002242.1;CM002242.1;CM002242.1	3162996;3164608;3165001	3164552;3164941;3165578	-;-;-	2469	780	981	513	2735	3794	3664	2701	518	230	389	92	36	274	125	255	70	28	35	427
NCU17251	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3166261;3166354;3166453;3166598;3166747	3166301;3166391;3166529;3166691;3166748	+;+;+;+;+	252	357	554	278	1204	1593	1586	1233	247	118	350	121	39	223	130	436	56	31	12	333
NCU02255	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3168111;3168313;3169499;3170018;3170181	3168245;3169444;3169960;3170121;3170501	+;+;+;+;+	2154	1113	1522	905	4341	4933	4997	4250	591	293	677	194	98	582	284	595	58	38	16	669
NCU02254	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3171988;3171988;3171988;3172114;3172127;3172127;3172127;3173094;3173094;3173094;3173094	3172063;3172063;3172063;3173001;3173001;3173001;3173001;3173297;3173297;3173297;3173297	+;+;+;+;+;+;+;+;+;+;+	1168	878	1005	794	2059	2581	2579	2243	369	159	360	223	96	314	149	317	43	22	6	426
NCU02253	CM002242.1;CM002242.1	3173700;3173990	3173956;3174263	-;-	531	317	165	125	559	715	783	600	127	75	143	61	18	136	58	91	13	0	4	105
emp-6	CM002242.1;CM002242.1;CM002242.1	3175390;3175521;3175950	3175417;3175873;3177128	+;+;+	1560	48754	44673	45369	103217	132486	129779	102395	36004	18611	48732	17812	8900	40352	14512	41933	3884	386	192	21020
NCU02251	CM002242.1;CM002242.1	3178215;3178356	3178237;3178800	+;+	468	43	28	22	27	32	47	50	33	18	49	26	12	103	2	21	2	2	2	43
oli	CM002242.1;CM002242.1;CM002242.1	3179330;3179430;3179945	3179335;3179752;3180059	-;-;-	444	48772	53340	42296	144911	180007	180605	142659	12103	9959	13490	3733	2017	7560	2369	8329	155	144	58	17413
hat-5	CM002242.1;CM002242.1	3183243;3184097	3184028;3185539	-;-	2229	1515	1213	855	3931	4953	5194	3783	195	104	244	229	83	171	134	430	41	31	21	210
NCU02248	CM002242.1;CM002242.1	3186334;3189452	3189132;3189532	+;+	2880	1130	1297	896	4067	5213	5330	4206	221	85	152	122	34	89	60	269	74	54	15	344
dim-2	CM002242.1;CM002242.1	3190485;3193261	3193196;3194913	+;+	4365	919	772	471	2172	2648	2614	2185	96	76	114	101	36	87	82	147	115	52	20	278
NCU02246	CM002242.1;CM002242.1	3197288;3198804	3198701;3199714	+;+	2325	83	68	85	163	216	180	197	71	53	121	18	6	50	12	50	16	14	13	168
stk-19	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3201387;3204560;3204796;3204994;3205212	3204481;3204707;3204913;3205022;3205259	-;-;-;-;-	3438	962	779	509	2387	3222	3176	2335	583	283	768	145	216	1218	109	179	88	62	20	511
NCU02244	CM002242.1;CM002242.1	3207574;3208644	3208579;3209416	-;-	1779	307	597	187	1653	1892	2062	1556	482	248	511	110	58	127	66	234	53	74	47	1138
NCU02243	CM002242.1;CM002242.1	3211225;3212316	3212234;3212961	-;-	1656	408	420	270	1012	1426	1403	1153	242	110	349	272	147	966	161	408	54	4	2	150
NCU02242	CM002242.1;CM002242.1;CM002242.1	3215036;3215747;3216110	3215688;3216048;3216357	-;-;-	1203	513	455	214	1254	1610	1743	1230	167	48	169	28	22	82	58	81	22	10	11	141
NCU02241	CM002242.1;CM002242.1	3216792;3216991	3216936;3218678	+;+	1833	244	320	186	919	1186	1149	926	48	12	30	44	6	22	42	132	12	15	9	122
gh61-1	CM002242.1;CM002242.1;CM002242.1	3219139;3219782;3219947	3219667;3219862;3220305	-;-;-	969	217	214	110	412	463	499	464	186	78	202	185	52	153	84	228	11	10	6	299
NCU02239	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3221676;3221940;3222875;3223710	3221856;3222817;3223633;3223760	+;+;+;+	1869	169	115	67	348	423	363	319	22	16	19	26	4	16	17	30	8	7	3	39
NCU02238	CM002242.1;CM002242.1;CM002242.1	3226442;3227055;3228127	3226967;3228034;3228162	+;+;+	1542	462	401	331	962	1091	1080	819	2874	1487	4087	92	26	140	43	161	32	103	31	3559
NCU02237	CM002242.1	3228536	3230952	-	2417	456	414	212	1124	1434	1357	1152	52	41	58	62	31	48	26	87	20	14	7	109
NCU02236	CM002242.1;CM002242.1	3231989;3232991	3232929;3233783	+;+	1734	664	827	462	2031	2552	2477	1932	133	96	125	32	14	62	80	132	21	10	7	201
gh47-6	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3235262;3235262;3235743;3235743	3235628;3235628;3238246;3238246	-;-;-;-	2871	2031	1826	1625	4370	5878	5531	4232	822	319	660	80	60	205	64	195	62	184	67	1646
mik-1	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3240942;3240942;3241126;3241126;3243443;3243443;3243843	3241062;3241062;3243313;3243313;3246470;3243761;3246470	-;-;-;-;-;-;-	5337	2612	2153	1601	5676	6315	6606	5409	656	310	713	427	282	704	441	885	538	162	86	1398
NCU02233	CM002242.1;CM002242.1;CM002242.1	3249245;3249976;3251292	3249919;3251229;3251675	-;-;-	2313	2774	2280	1620	6567	8372	8116	6636	702	335	879	592	257	678	378	954	92	34	44	860
NCU02232	CM002242.1;CM002242.1;CM002242.1	3254003;3254472;3254736	3254418;3254672;3255849	+;+;+	1731	534	765	288	2077	2692	2742	2001	120	66	116	22	6	53	52	116	10	10	5	249
NCU02231	CM002242.1	3256240	3257619	-	1380	436	496	307	1491	1899	1824	1386	118	54	105	72	18	78	46	166	8	2	4	118
msh2	CM002242.1;CM002242.1	3258110;3258209	3258133;3260998	+;+	2814	834	868	498	2679	3222	3302	2408	242	81	264	116	41	248	48	150	50	36	19	296
NCU02229	CM002242.1;CM002242.1	3262241;3262811	3262708;3262948	-;-	606	794	1165	611	2437	2969	3044	2647	707	280	819	281	111	668	231	584	6	8	1	510
NCU02228	CM002242.1;CM002242.1	3263629;3264433	3264354;3265260	+;+	1554	1752	1473	1191	3947	5373	5341	3918	490	233	502	206	44	295	216	589	14	10	10	557
NCU02227	CM002242.1	3265549	3266907	-	1359	5438	5143	4242	10743	12661	12540	10252	2080	940	2133	871	349	954	608	2021	78	28	24	2279
NCU02226	CM002242.1;CM002242.1	3267425;3268520	3268449;3268661	-;-	1167	531	710	426	1772	2076	1941	1603	111	66	143	40	16	138	50	106	6	22	12	108
NCU02225	CM002242.1;CM002242.1	3269298;3269474	3269331;3274335	+;+	4896	2291	1815	1070	5316	6420	6385	5438	158	98	183	180	52	115	99	371	136	74	31	407
rpn-3	CM002242.1;CM002242.1;CM002242.1	3274861;3275088;3276481	3275004;3276409;3276673	-;-;-	1659	5119	5366	3332	14719	16591	16078	14500	1027	692	1214	813	337	836	418	1267	226	78	50	1302
NCU02223	CM002242.1;CM002242.1	3278027;3278412	3278284;3280664	-;-	2511	1594	1571	1102	5284	5865	5913	5000	302	203	364	326	99	305	202	731	236	48	32	496
NCU02222	CM002242.1	3282359	3283309	-	951	169	197	170	416	501	501	426	37	14	73	104	16	78	39	136	6	7	4	60
NCU02221	CM002242.1;CM002242.1	3286072;3286232	3286136;3286928	+;+	762	246	216	118	691	853	865	709	109	61	148	82	40	109	38	159	2	4	0	76
mig-7	CM002242.1;CM002242.1	3287059;3287781	3287712;3287828	-;-	702	516	691	383	1730	1879	1784	1702	637	231	627	130	52	174	54	192	6	6	4	400
NCU02219	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3290531;3290647;3290777;3291178	3290561;3290715;3291104;3291550	+;+;+;+	801	575	865	562	2665	3327	3140	2613	253	90	218	205	50	161	80	250	31	13	3	285
NCU02218	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3293223;3294165;3294345;3295250;3295962;3296109;3296538	3294095;3294283;3295191;3295891;3296051;3296474;3296681	-;-;-;-;-;-;-	3081	1471	1208	764	3774	4299	4378	3521	99	76	146	84	22	98	46	191	24	8	12	226
NCU02217	CM002242.1;CM002242.1;CM002242.1	3297411;3297536;3297771	3297458;3297671;3297835	-;-;-	249	168	224	128	628	695	785	552	63	32	154	65	28	107	80	289	16	9	5	233
gh76-6	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3300262;3300476;3301013;3301326	3300418;3300951;3301258;3301928	+;+;+;+	1482	1998	2325	1072	6416	7266	7053	6504	576	295	618	274	124	499	116	464	47	44	8	746
NCU02215	CM002242.1	3302994	3305354	+	2361	183	154	81	356	431	374	325	33	6	41	70	6	44	28	73	2	6	0	46
tah-2	CM002242.1;CM002242.1	3306008;3308292	3308205;3309180	+;+	3087	691	483	367	1661	2041	1971	1573	114	54	130	132	52	86	36	168	20	23	11	196
NCU02213	CM002242.1	3311970	3313808	+	1839	427	381	154	918	1070	1096	915	222	40	138	241	171	489	64	323	16	16	9	315
NCU02212	CM002242.1;CM002242.1;CM002242.1	3314260;3314495;3314882	3314363;3314649;3315351	-;-;-	729	21	32	5	54	53	56	65	26	11	18	68	18	54	16	49	4	2	4	24
NCU02211	CM002242.1;CM002242.1	3319436;3321159	3321103;3321668	+;+	2178	2788	1941	1600	6722	8325	8214	6276	1103	547	1217	627	599	2166	287	750	254	159	128	1354
ods	CM002242.1	3324468	3325913	-	1446	18299	19075	17687	57865	75459	75236	57262	1654	1509	2229	458	199	944	672	1669	107	62	10	1844
NCU17252	CM002242.1	3328629	3328988	-	360	2	6	11	12	16	12	12	4	0	5	7	8	9	4	16	2	0	0	16
un-10	CM002242.1;CM002242.1;CM002242.1	3330446;3330941;3332619	3330874;3332483;3332890	-;-;-	2244	7167	8177	5682	19370	23423	22785	18901	878	569	887	246	124	554	193	506	96	83	32	1495
NCU02207	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3334144;3334222;3334457;3335892	3334146;3334376;3335831;3335951	+;+;+;+	1593	7112	6947	6112	17124	20935	20585	17126	2605	1354	3130	1012	534	2078	448	2153	86	102	65	2287
NCU02206	CM002242.1;CM002242.1	3336590;3337042	3336921;3337135	-;-	426	30	32	19	28	28	60	48	7	7	10	11	0	15	5	16	0	0	2	12
NCU02205	CM002242.1;CM002242.1	3338067;3338401	3338238;3338573	+;+	345	4	7	10	18	33	21	20	6	2	0	8	6	8	2	21	0	0	2	2
NCU02204	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3340587;3340660;3340930;3341444	3340599;3340796;3341391;3341629	+;+;+;+	798	632	696	553	1806	2137	2096	1747	260	119	266	238	54	181	132	524	60	14	8	463
NCU02203	CM002242.1;CM002242.1	3343175;3343648	3343573;3345765	+;+	2517	3071	2417	1861	5684	6489	6522	5833	2923	1368	2716	816	204	1121	440	1867	76	63	40	3312
stk-14	CM002242.1;CM002242.1	3350277;3352796	3352737;3353961	+;+	3627	9351	8564	6149	20417	25133	25280	20093	11820	9030	11864	2560	1339	9494	1092	3373	474	258	143	6719
NCU02201	CM002242.1;CM002242.1	3355170;3355681	3355598;3357018	-;-	1767	709	773	371	1901	2212	2229	1900	540	228	775	367	262	1289	117	466	92	8	10	399
NCU02200	CM002242.1;CM002242.1	3359367;3360089	3360010;3360536	+;+	1092	3007	3676	2111	8217	10363	10419	8046	1077	442	974	767	334	923	431	1538	152	55	8	1078
NCU11253	CM002242.1;CM002242.1;CM002242.1	3361246;3361345;3361755	3361266;3361681;3361831	+;+;+	435	56	90	48	126	205	204	180	436	172	308	69	26	110	36	142	8	2	2	580
NCU02199	CM002242.1;CM002242.1	3362151;3363155	3363084;3363258	-;-	1038	11	6	0	10	16	25	14	18	10	12	46	16	34	8	50	8	0	0	6
NCU02198	CM002242.1;CM002242.1	3364618;3364919	3364859;3365978	+;+	1302	6	4	0	14	9	17	7	12	4	8	156	74	58	26	86	8	0	2	20
NCU02197	CM002242.1	3367257	3367709	+	453	26	16	5	25	37	59	22	9	0	11	20	18	31	4	14	0	0	0	6
NCU02196	CM002242.1;CM002242.1	3375986;3376325	3376256;3377331	+;+	1278	230	171	120	529	557	613	453	238	68	388	991	386	810	291	1022	44	1	0	211
NCU02195	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3378252;3378657;3378975;3379140;3379748;3380226	3378540;3378896;3379070;3379674;3380137;3380532	+;+;+;+;+;+	1857	415	315	190	888	988	1075	854	458	128	834	861	493	1417	443	1273	557	16	4	413
NCU02194	CM002242.1;CM002242.1	3380637;3382794	3382737;3383260	-;-	2568	12928	7420	6395	17183	20700	20370	17427	13589	4812	14710	3756	1740	9391	4512	12581	2191	132	275	13979
cfp	CM002242.1;CM002242.1;CM002242.1	3385461;3385461;3387195	3387173;3387093;3387208	+;+;+	1727	196417	145411	113436	338572	422058	419142	336176	232971	108304	230777	60620	21892	100679	54893	155778	12324	416	620	160952
NCU02192	CM002242.1;CM002242.1	3389302;3390076	3389956;3390386	+;+	966	38	45	27	82	96	66	52	24	16	75	23	14	100	12	67	4	2	3	40
NCU02191	CM002242.1;CM002242.1	3393181;3394165	3394101;3394752	+;+	1509	5054	5449	1988	14986	18641	18292	14835	2382	1165	2976	3296	1026	5743	2170	6560	572	64	39	2179
NCU02190	CM002242.1;CM002242.1	3397609;3397760	3397653;3398917	+;+	1203	298	354	163	869	1157	1200	955	4295	1142	3052	183	202	1054	416	1504	16	8	22	2808
NCU02189	CM002242.1;CM002242.1	3399757;3399905	3399792;3400462	-;-	594	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0
NCU02188	CM002242.1;CM002242.1;CM002242.1	3401870;3402699;3403546	3402610;3403437;3403622	-;-;-	1557	55	45	33	65	110	97	83	2164	770	2308	10	4	174	4	16	0	54	8	2661
NCU08123	CM002242.1;CM002242.1	3441076;3441421	3441216;3442830	+;+	1551	91	48	88	128	134	124	119	96	30	264	402	118	354	17	162	13	4	0	80
NCU08124	CM002242.1	3443586	3445385	-	1800	801	575	443	1458	2103	2005	1499	331	204	405	73	35	118	21	91	2	9	5	414
NCU08125	CM002242.1;CM002242.1;CM002242.1	3449579;3449919;3450075	3449832;3449963;3450279	+;+;+	504	28	42	24	82	99	114	71	751	787	692	68	66	156	6	88	4	4	2	166
NCU08126	CM002242.1	3451373	3453106	-	1734	701	442	592	1209	1366	1445	1215	235	109	252	84	60	68	26	147	32	24	10	335
gh76-3	CM002242.1;CM002242.1;CM002242.1	3455677;3455861;3456423	3455788;3456362;3457245	+;+;+	1437	1409	2095	756	4207	4571	4642	3924	2068	773	2419	1372	874	1907	543	1924	123	36	22	1733
NCU08128	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3459049;3459221;3460276;3460672;3460928	3459126;3460168;3460590;3460838;3461093	+;+;+;+;+	1674	36	44	4	28	38	29	33	30	6	45	67	59	101	18	109	6	2	12	41
NCU08130	CM002242.1	3463515	3464003	-	489	21685	23340	17096	58476	73173	73568	57323	6881	3223	6163	3030	1649	4328	1747	6460	172	104	58	12353
gh13-1	CM002242.1;CM002242.1;CM002242.1	3467465;3468092;3468990	3468015;3468925;3469206	-;-;-	1602	13806	15475	8351	41351	48595	48461	40516	18616	8882	19087	10338	7078	29939	3549	10350	996	505	245	15923
NCU08132	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3473753;3474194;3474326;3474506;3478507	3474130;3474253;3474441;3478439;3481143	+;+;+;+;+	7125	10310	8535	4874	27555	32397	31986	27155	1252	856	1710	631	468	1759	532	1041	1668	689	406	2238
NCU08133	CM002242.1	3483753	3484604	-	852	853	860	674	1909	2130	2097	1943	1572	970	2251	807	521	1561	419	1534	52	20	27	2144
NCU08134	CM002242.1;CM002242.1;CM002242.1	3485203;3486219;3486676	3486109;3486489;3487978	-;-;-	2481	1180	1064	780	3071	3794	3637	2924	245	117	291	169	64	182	130	362	18	12	9	332
msh6	CM002242.1;CM002242.1;CM002242.1	3489094;3489856;3492521	3489780;3492462;3492967	-;-;-	3741	1636	1853	949	5481	6558	6705	5469	225	114	228	42	10	82	99	181	98	64	34	337
NCU08136	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3494528;3494808;3496123;3496265;3496410	3494754;3496071;3496202;3496338;3497359	+;+;+;+;+	2595	1087	818	609	2235	2679	2641	2125	224	117	270	230	80	224	154	376	26	23	14	447
NCU08137	CM002242.1;CM002242.1	3500680;3500891	3500770;3501192	+;+	393	4788	3974	4045	10525	12043	12132	10570	992	794	1324	359	398	3359	286	679	67	25	18	1911
NCU08138	CM002242.1	3502768	3503721	+	954	247	254	226	547	704	613	501	143	117	192	49	4	57	26	75	0	6	4	245
NCU11380	CM002242.1;CM002242.1;CM002242.1	3504142;3504280;3505796	3504200;3505573;3505879	-;-;-	1437	282	161	125	634	793	819	536	120	42	102	20	14	78	12	32	4	4	4	102
NCU11381	CM002242.1;CM002242.1	3506668;3507876	3507790;3507937	-;-	1185	1954	2081	1895	4530	5307	5347	4401	448	298	493	131	62	265	66	292	12	24	4	704
NCU08140	CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1;CM002242.1	3509957;3510075;3510267;3510432;3510542;3510693	3510018;3510147;3510330;3510485;3510621;3510716	-;-;-;-;-;-	357	113	92	126	265	285	306	229	171	40	173	152	80	259	92	423	28	10	4	134
NCU08141	CM002242.1;CM002242.1	3514267;3515543	3515474;3515987	-;-	1653	31	19	22	109	142	126	118	24	10	16	2	0	6	10	37	18	12	18	38
NCU17257	CM002242.1;CM002242.1	3524227;3525217	3525188;3525592	-;-	1338	129	128	114	320	362	379	314	18	18	12	98	2	32	16	62	9	0	0	26
NCU17258	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3526369;3526369;3526744;3526744	3526674;3526674;3526974;3526974	-;-;-;-	537	3192	2597	2120	6900	8353	8239	6932	795	218	574	975	178	723	253	1032	70	40	32	1074
NCU08145	CM002242.1;CM002242.1;CM002242.1	3527815;3528183;3529146	3528109;3529086;3529620	+;+;+	1674	924	870	622	2118	2615	2560	2140	726	222	552	118	32	76	28	165	12	6	6	529
NCU08146	CM002242.1;CM002242.1	3530592;3530858	3530750;3531688	+;+	990	2241	1816	1765	4884	5639	5532	4721	2235	871	2143	379	307	972	212	753	16	7	6	1736
ph7	CM002242.1;CM002242.1;CM002242.1;CM002242.1	3532169;3532984;3535079;3535374	3532924;3535000;3535300;3535657	-;-;-;-	3279	7656	7931	4879	17517	20323	20260	17377	2336	1681	2445	196	98	500	241	459	64	152	94	3090
NCU08148	CM002242.1;CM002242.1;CM002242.1	3539507;3539739;3541178	3539674;3541095;3541521	-;-;-	1869	3997	3689	4845	10007	11244	11406	9918	1039	959	2401	961	425	1105	481	1909	132	82	68	1452
NCU08149	CM002242.1;CM002242.1	3545498;3545684	3545616;3545792	-;-	228	72	88	48	174	200	188	194	42	26	74	16	10	55	20	34	4	0	0	68
NCU08150	CM002242.1	3548466	3549365	+	900	648	573	389	1808	2258	2072	1642	212	146	402	199	166	354	134	404	54	12	10	369
