# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-p" "-a" "/scratch/evt82290/histone_chaperone_plot_FINAL/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_FINAL/readcounts_FINAL.txt" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam
NCU08931	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5744067;5744175;5744524;5745608;5745608;5746228	5744105;5745134;5745134;5746179;5746869;5746689	+;+;+;+;+;+	2261	4228	3708	4180	4204	5300	4940	4503	3394	735	1268	1306	54	132	1694	1321	4858	5850	330	969	4700	3832	746	8793	8736	7318	2137	2039	119
NCU08932	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5747581;5748027;5748224;5748423	5747942;5748155;5748349;5748749	-;-;-;-	944	45	35	10	13	17	17	46	28	7	17	17	0	0	7	6	34	25	0	8	23	4	6	21	29	19	8	14	0
NCU08934	CM002240.1;CM002240.1	5749258;5753181	5753119;5753326	-;-	4008	1294	1385	1180	1224	1312	1384	1656	1339	246	469	568	25	30	487	485	1126	1150	78	241	1157	987	122	1235	1282	1231	473	521	19
NCU08933	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5749636;5750196;5750789;5750915;5751021;5751251	5750142;5750738;5750857;5750965;5751197;5751468	+;+;+;+;+;+	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU08935	CM002240.1	5753535	5755600	+	2066	3403	3713	3462	3550	3971	3670	5350	3864	978	2571	2316	127	82	1777	1772	2981	2763	181	802	3739	3133	178	2463	2475	2374	1847	1596	102
NCU08936	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5755664;5755900;5757143;5757143;5758079;5758079;5758785	5757075;5757075;5758001;5758001;5758755;5758139;5759137	-;-;-;-;-;-;-	3301	235911	195427	228581	164324	179770	181339	206289	135883	30138	190487	198392	9026	9016	108659	91267	173548	207401	10832	43126	188571	126378	32475	315663	318886	328732	71655	93936	7044
NCU08937	CM002240.1;CM002240.1	5760280;5760803	5760386;5761049	+;+	354	6	2	4	5	5	4	9	3	0	3	2	0	0	4	0	15	8	0	3	8	4	2	11	4	3	5	1	0
NCU08938	CM002240.1	5764482	5766382	-	1901	248	251	190	190	231	207	621	451	119	163	170	8	14	127	117	251	313	22	129	650	430	29	406	360	425	124	102	8
NCU08939	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5767719;5768545;5769232;5769334;5769472;5769662	5768469;5769173;5769279;5769414;5769606;5770861	+;+;+;+;+;+	2844	3934	4005	4079	3501	3459	3001	5291	3527	752	1456	1670	89	117	1759	1342	3210	3657	210	561	2862	2301	481	5151	5007	5035	1640	1518	134
NCU08940	CM002240.1;CM002240.1	5771454;5772795	5772477;5773175	-;-	1405	7365	7424	7017	7343	8050	7585	11065	7710	1697	4701	5979	384	291	4191	3781	7114	7451	416	1963	9219	6811	1106	13469	13575	12217	4583	4481	289
NCU08941	CM002240.1;CM002240.1	5773825;5775191	5775128;5776438	+;+	2552	1387	1532	1373	1315	1486	1438	2345	1541	348	1075	1102	36	36	509	504	1341	1378	54	250	1120	954	148	1700	1469	1599	563	572	16
NCU08942	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5778737;5778998;5779923;5780493	5778930;5779860;5780432;5780768	-;-;-;-	1843	1152	1250	1230	1157	1325	1366	1886	1310	296	877	1167	47	33	497	697	1109	1382	77	229	940	936	151	1717	1748	1525	656	518	20
NCU08943	CM002240.1;CM002240.1	5781014;5781980	5781925;5782216	-;-	1149	898	1113	873	1359	1542	1647	1890	1309	305	913	1092	41	43	528	482	942	1164	58	223	986	779	114	1216	1178	1246	540	539	55
NCU08944	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5782504;5782546;5782707;5782720;5783334;5783334	5782595;5782595;5783151;5783151;5784018;5784122	+;+;+;+;+;+	1326	4384	5401	4475	4311	4304	4093	7434	5076	1127	2556	2798	138	204	2659	2898	4478	4810	278	599	3088	2461	534	5977	5830	5554	2470	2681	97
NCU08945	CM002240.1;CM002240.1	5784203;5787346	5787091;5787473	-;-	3017	693	668	769	632	650	695	832	531	117	463	525	19	24	367	353	667	726	49	144	569	515	89	813	803	821	472	285	20
NCU08946	CM002240.1;CM002240.1	5787809;5788593	5788515;5789265	-;-	1380	7192	9742	8148	8678	9141	8783	15010	10486	2196	7415	7252	307	266	4638	5210	7471	7850	468	1691	8295	6039	686	7249	7435	7651	3673	3704	154
NCU08947	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5789502;5789800;5790076;5790376	5789663;5789825;5790253;5790740	+;+;+;+	731	9811	11394	10149	10863	12064	10889	19334	13119	2774	7593	8635	511	429	7336	6278	8769	9251	560	3032	13831	9594	1418	14596	14007	13469	5053	6539	485
NCU08948	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5792716;5792716;5793125;5795040;5795040	5794944;5793030;5794944;5795947;5795947	+;+;+;+;+	3137	2618	2356	2588	2159	2422	2288	4857	3224	699	1736	1947	74	75	1171	1227	2566	2763	151	568	2721	1961	330	2970	2912	2970	997	1116	60
NCU08949	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5797120;5797381;5797381;5797972;5797972;5797972;5798489;5798489	5797542;5797542;5797542;5798425;5798410;5798765;5798765;5798814	+;+;+;+;+;+;+;+	1266	22606	18501	24390	28411	31199	27683	62758	38235	9083	13145	11569	550	894	8541	7122	39315	47158	2599	9433	42086	30622	3313	34517	35053	34251	11845	10805	959
NCU08951	CM002240.1;CM002240.1	5798857;5800156	5800048;5800694	-;-	1731	4745	5275	4686	4258	4402	3924	11608	8348	1864	951	932	32	127	2432	1960	2526	2634	166	483	2360	1994	388	3703	3664	3684	1758	1902	129
NCU08952	CM002240.1;CM002240.1;CM002240.1	5800975;5801465;5802577	5801407;5802517;5803324	+;+;+	2234	2976	5148	3424	3228	3298	3498	6445	4711	1024	3239	3464	174	94	1395	2002	1582	1638	112	501	2207	1951	207	2214	2115	2204	2518	1618	81
NCU08953	CM002240.1	5803756	5805213	+	1458	22	29	26	20	35	38	45	35	4	28	36	0	1	27	7	28	12	2	5	26	13	2	24	39	12	20	13	1
NCU08954	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5804957;5805352;5805890;5806262;5806401	5805153;5805746;5806044;5806317;5806936	-;-;-;-;-	1339	7274	6747	7529	9313	10171	8729	9339	6277	1303	4423	4499	261	232	4140	4299	8044	8108	539	2132	9810	7885	790	7593	7458	7730	2906	3430	206
NCU08955	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5807326;5807326;5808053;5808053;5808260;5808260;5808528;5808528;5808937	5807996;5807996;5808203;5808203;5808470;5808470;5808869;5809131;5809131	-;-;-;-;-;-;-;-;-	1637	3396	3402	3516	3563	3935	3560	6962	4780	1100	1952	2066	88	106	1316	1609	3735	4145	245	830	4092	3392	417	4429	4282	4533	1878	1507	89
NCU08956	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5809580;5810162;5810310;5810424;5810547;5810727;5810927	5810085;5810232;5810332;5810482;5810662;5810852;5811882	+;+;+;+;+;+;+	1857	4970	5775	5141	4964	5334	5094	8127	5704	1222	3999	3986	172	206	3388	2639	4885	5071	254	994	4844	3992	662	5782	6115	6175	2451	2249	134
NCU14085	CM002240.1;CM002240.1;CM002240.1	5812020;5812577;5812904	5812352;5812627;5813510	-;-;-	991	898	1109	1005	1528	1675	1497	2478	1620	358	1024	1115	25	38	693	819	1600	1740	88	471	2251	1815	88	1113	1086	1063	677	663	39
NCU08957	CM002240.1;CM002240.1;CM002240.1	5815581;5818482;5819431	5818405;5819282;5820523	+;+;+	4719	13777	12415	13166	10658	12066	14117	16993	11557	2315	12446	13599	648	663	7619	4935	13080	14656	843	2295	9955	8301	1918	22230	22124	19659	5594	5984	501
NCU17036	CM002240.1;CM002240.1;CM002240.1	5820859;5821070;5821622	5820917;5821301;5821669	+;+;+	339	0	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NCU08959	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5821750;5822316;5822771;5822994;5823453	5822257;5822715;5822937;5823382;5823968	-;-;-;-;-	1980	3024	2949	2926	2647	2543	2451	5533	3726	897	2144	2317	90	95	1265	1283	2473	2948	172	515	2424	1755	415	3738	3818	3913	1035	1210	73
NCU17037	CM002240.1;CM002240.1	5824139;5824642	5824585;5824836	-;-	642	56	39	40	32	39	37	55	45	6	17	37	3	0	8	12	52	54	6	11	30	22	5	65	54	55	10	13	0
NCU08960	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5824643;5825274;5825457;5825684	5825031;5825351;5825592;5826543	+;+;+;+	1463	88722	119782	91539	87526	100092	94284	161857	113778	23847	58919	54177	2325	3474	63192	56725	68759	70863	4950	18246	94836	68044	7006	76826	77488	72852	53756	56671	4411
NCU17038	CM002240.1	5827563	5828087	-	525	4	2	4	1	4	2	4	2	0	0	0	0	0	2	0	0	1	0	0	3	0	0	1	0	2	0	0	0
NCU08961	CM002240.1;CM002240.1;CM002240.1	5829225;5830565;5832304	5832075;5833708;5834094	-;-;-	4870	5448	5332	5579	5559	5746	6071	6945	4891	983	5192	5070	210	107	1769	1797	4767	4957	308	1099	4612	4534	444	4413	4370	4194	2663	2340	88
NCU08962	CM002240.1;CM002240.1	5841047;5843119	5843051;5844006	-;-	2893	2362	2388	2405	1978	2145	1898	3211	2476	508	1836	1856	98	76	993	807	1728	2301	82	220	1236	1154	259	2504	2593	2293	1214	1030	61
NCU08963	CM002240.1;CM002240.1;CM002240.1	5846121;5847578;5847844	5847391;5847760;5848244	-;-;-	1855	50992	66867	51168	56761	58974	58108	98174	64203	14352	33861	42930	1906	2174	31698	36225	43623	44116	3067	11674	59023	40236	6531	60545	61413	64404	26944	33399	1617
NCU08964	CM002240.1;CM002240.1;CM002240.1	5848075;5848769;5849214	5848367;5849153;5849919	+;+;+	1384	58567	74345	61061	56808	60736	60033	88673	61032	13734	50994	61445	2939	2487	33945	36196	45224	46187	2617	12337	58963	41519	7071	77684	78550	71332	31654	32734	1639
NCU08965	CM002240.1	5853577	5856873	+	3297	1629	2289	1607	1526	1710	1584	1740	1304	275	1469	1629	76	61	1105	871	956	1145	60	218	809	747	171	1547	1512	1538	823	644	24
NCU08966	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5857726;5857726;5858098;5858098	5857890;5857849;5862295;5862295	+;+;+;+	4363	1011	1037	953	796	877	835	1347	951	211	517	505	20	13	206	286	802	1044	53	159	470	459	115	1242	1160	1297	324	309	16
NCU15132	CM002240.1	5862873	5862968	-	96	0	4	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCU08967	CM002240.1;CM002240.1	5863305;5864276	5864210;5865729	-;-	2360	1219	1353	1366	1184	1381	1477	2195	1497	347	1173	1069	69	74	655	617	1524	1645	90	355	1399	1227	192	1692	1717	1709	504	573	14
NCU08968	CM002240.1;CM002240.1;CM002240.1	5866022;5867117;5867555	5867058;5867492;5867792	+;+;+	1651	626	675	650	553	569	421	2290	1780	383	62	84	2	12	281	253	274	226	30	33	195	172	23	312	366	354	250	218	9
NCU08969	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5868146;5868600;5869020;5869473;5869898	5868518;5868806;5869245;5869807;5869980	-;-;-;-;-	1224	120	194	90	228	232	259	674	466	85	29	30	2	2	30	27	95	111	6	26	85	74	11	50	53	78	32	20	1
NCU08970	CM002240.1;CM002240.1	5871412;5871961	5871601;5872067	-;-	297	1	2	0	0	2	1	6	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0
NCU08971	CM002240.1	5872682	5873113	-	432	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU11375	CM002240.1;CM002240.1;CM002240.1	5874208;5875756;5875935	5875640;5875848;5876207	+;+;+	1799	424	512	449	465	435	541	433	431	100	365	403	16	39	299	234	378	431	16	83	384	262	109	668	731	649	417	333	17
NCU08972	CM002240.1;CM002240.1;CM002240.1	5877441;5877703;5878820	5877575;5878109;5878832	-;-;-	555	24	16	14	23	17	24	17	2	4	10	15	0	0	23	22	12	10	0	2	7	6	0	8	12	11	4	10	0
NCU10061	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5882968;5883823;5884104;5884351;5884543	5883726;5884035;5884198;5884413;5884919	-;-;-;-;-	1507	9968	11107	10892	12649	13445	13206	20885	13172	3050	8123	7644	340	278	3906	5610	12701	14000	807	3031	13989	8888	1258	14849	14867	13532	3618	4334	290
NCU10062	CM002240.1	5885181	5887176	+	1996	515	490	469	404	378	321	1243	924	203	127	134	8	29	245	209	359	558	28	40	221	191	64	422	407	369	298	268	36
NCU10063	CM002240.1;CM002240.1	5888129;5888221	5888173;5889342	-;-	1167	393	383	453	358	295	275	732	592	129	50	42	4	15	171	131	232	252	6	28	181	142	10	307	327	343	157	147	8
NCU09841	CM002240.1;CM002240.1;CM002240.1	5918648;5918992;5919187	5918912;5919083;5919905	+;+;+	1076	1805	1990	1882	2629	2658	2421	7894	5037	1221	856	959	53	82	1715	1863	1756	1986	124	286	1687	1213	185	1933	1920	1958	724	1143	68
NCU09842	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5921173;5922077;5922280;5922412;5922788	5921953;5922209;5922346;5922726;5925111	+;+;+;+;+	3620	10659	10515	11200	9129	9558	9087	13638	9032	2007	5695	5294	301	325	4771	4634	9892	11270	629	1847	7898	5840	1140	11340	11125	11753	3885	4464	304
NCU09843	CM002240.1	5923952	5926233	-	2282	320	317	320	168	136	129	505	478	69	38	27	0	4	104	93	144	134	12	11	35	35	13	123	135	131	89	97	10
NCU09844	CM002240.1;CM002240.1	5927584;5928628	5928563;5930908	-;-	3261	248	243	341	218	308	323	504	343	60	588	464	17	14	148	161	297	391	20	85	342	343	31	387	394	336	169	248	12
NCU09845	CM002240.1;CM002240.1	5929164;5929607	5929541;5929957	+;+	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09846	CM002240.1;CM002240.1	5931377;5933034	5932961;5936664	+;+	5216	1082	1003	977	926	943	960	1101	803	167	563	481	18	27	377	373	890	1111	52	150	615	627	70	1114	1085	1091	359	304	18
NCU15626	CM002240.1	5937014	5937129	+	116	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	4	0	1	8	0	0
NCU09847	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5939365;5939566;5939652;5939652;5940403;5940403	5939477;5939589;5940346;5940346;5943189;5943189	+;+;+;+;+;+	3619	762	624	701	609	664	571	666	569	139	270	323	8	29	414	287	647	817	40	63	333	281	81	896	901	953	324	360	20
NCU09848	CM002240.1;CM002240.1	5948287;5949356	5949294;5949755	-;-	1408	175	138	199	120	132	181	120	104	19	58	72	5	18	400	185	84	108	2	8	72	99	17	95	82	78	252	228	22
NCU09851	CM002240.1;CM002240.1;CM002240.1	5957371;5957639;5957756	5957578;5957695;5958636	+;+;+	1146	1	2	0	1	2	2	5	4	0	2	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	1	0
NCU09852	CM002240.1;CM002240.1	5958543;5959981	5959571;5960559	-;-	1608	158	276	191	242	210	194	816	551	128	25	27	2	0	161	74	88	128	13	28	109	108	10	148	105	106	77	94	4
NCU09853	CM002240.1;CM002240.1;CM002240.1;CM002240.1	5961716;5961853;5962257;5963193	5961760;5961974;5963137;5963287	+;+;+;+	1143	138	116	118	98	93	73	182	162	20	63	71	0	4	77	74	89	99	7	10	81	55	8	72	81	68	44	83	0
NCU09854	CM002240.1;CM002240.1	5964225;5966467	5966344;5966551	-;-	2205	4	5	3	7	17	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0
NCU09855	CM002240.1;CM002240.1	5968748;5969083	5969032;5969817	+;+	1020	10	3	1	4	4	15	20	8	5	5	14	1	2	4	6	21	12	0	2	7	2	2	9	14	22	13	8	2
NCU09856	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5971303;5972425;5972634;5972764;5972898;5973176	5972352;5972580;5972681;5972823;5973083;5974966	-;-;-;-;-;-	3291	1478	1577	1175	1590	1545	1652	4159	2607	494	387	324	19	20	193	116	1256	2067	101	116	473	398	189	2131	1779	1742	329	485	15
NCU09857	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	5975682;5975953;5976315;5976631;5976917	5975889;5976253;5976513;5976846;5977842	+;+;+;+;+	1850	249	225	273	368	327	403	286	192	36	212	187	2	15	102	89	626	735	37	85	248	143	94	539	493	677	360	324	2
NCU09858	CM002240.1;CM002240.1;CM002240.1	5977531;5978524;5979776	5978461;5979371;5980535	-;-;-	2539	690	685	706	519	632	505	1763	1455	280	352	366	10	28	533	375	535	562	37	120	662	540	65	730	663	721	424	494	23
NCU09947	CM002240.1;CM002240.1	6023508;6023874	6023583;6024661	+;+	864	36	5	37	12	23	13	2	1	2	40	35	0	5	42	71	85	98	4	8	81	54	5	43	37	41	127	174	6
NCU09948	CM002240.1;CM002240.1;CM002240.1	6025496;6025596;6025834	6025532;6025686;6026290	+;+;+	585	8	4	0	1	0	2	0	0	0	3	5	0	0	6	0	1	9	2	0	3	14	0	5	2	4	14	15	0
NCU09949	CM002240.1;CM002240.1;CM002240.1	6027730;6028336;6028627	6028272;6028426;6028640	-;-;-	648	2	6	2	2	2	0	26	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09950	CM002240.1	6029831	6030256	-	426	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09951	CM002240.1;CM002240.1	6030837;6031448	6031364;6031483	-;-	564	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09952	CM002240.1;CM002240.1	6032208;6032718	6032622;6032868	-;-	566	0	12	0	0	8	8	47	35	9	0	0	0	0	0	0	1	7	0	3	9	0	0	1	4	0	3	11	0
NCU09953	CM002240.1;CM002240.1	6033313;6033697	6033462;6034014	-;-	468	5	0	4	2	1	11	2	0	0	6	2	0	0	0	5	8	5	0	2	3	3	0	0	1	2	11	12	4
NCU09954	CM002240.1;CM002240.1;CM002240.1	6035121;6035311;6035723	6035239;6035369;6038202	+;+;+	2658	64	63	71	70	74	61	33	22	8	18	10	1	4	25	23	66	65	6	7	24	35	0	43	41	9	56	53	4
NCU09955	CM002240.1;CM002240.1;CM002240.1	6038404;6038854;6040245	6038777;6040102;6040286	+;+;+	1665	18	13	39	33	46	55	22	13	4	25	20	0	2	34	27	35	31	2	6	20	34	6	23	24	20	55	47	6
NCU09956	CM002240.1	6041267	6041800	+	534	0	0	4	4	8	7	8	4	0	1	0	0	2	0	0	4	6	0	0	4	0	0	6	3	7	12	8	0
NCU09957	CM002240.1;CM002240.1	6042572;6044221	6044075;6045717	-;-	3001	13	8	12	8	7	10	14	15	4	13	8	0	0	0	5	14	26	0	2	4	4	0	9	7	6	15	9	0
NCU09958	CM002240.1	6047047	6049161	-	2115	243	276	254	261	239	242	253	188	34	125	128	12	14	200	170	289	349	10	85	308	202	23	297	291	326	390	249	20
NCU09959	CM002240.1	6049654	6050526	-	873	199	85	122	163	168	178	125	108	29	66	58	0	2	73	39	273	381	16	40	159	178	21	217	276	227	199	139	14
NCU09961	CM002240.1;CM002240.1	6052654;6052897	6052770;6053377	+;+	598	0	2	3	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0
NCU14086	CM002240.1;CM002240.1	6053949;6055067	6054997;6055244	-;-	1227	71	283	140	70	57	132	9	5	5	765	813	32	4	27	85	225	197	20	21	65	44	18	86	111	115	229	215	6
NCU09964	CM002240.1	6058227	6058877	+	651	18	16	18	6	1	4	7	4	1	18	29	0	0	3	28	65	33	3	0	2	4	2	51	35	40	25	38	2
NCU09965	CM002240.1;CM002240.1	6060921;6062103	6062025;6062353	-;-	1356	1	1	2	2	4	0	3	0	0	3	0	0	0	0	2	2	1	0	2	2	0	0	4	4	0	4	4	0
NCU09966	CM002240.1;CM002240.1	6064588;6065583	6065498;6066000	-;-	1329	0	5	0	0	0	0	57	61	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	34	22	2
NCU07249	CM002240.1	6081633	6083258	-	1626	10	18	18	5	4	0	98	69	8	6	8	0	0	2	0	0	0	0	0	3	0	0	0	0	0	315	234	10
NCU17041	CM002240.1;CM002240.1;CM002240.1	6084713;6085524;6085822	6085397;6085599;6086068	-;-;-	1008	112	77	146	84	124	124	69	45	10	29	23	2	4	77	70	119	105	6	23	139	62	5	117	134	93	352	477	27
NCU17042	CM002240.1	6087154	6088614	-	1461	9	19	16	22	27	30	43	54	9	4	2	0	3	12	14	51	38	2	14	13	17	0	9	22	13	353	385	32
NCU07247	CM002240.1	6089881	6092067	-	2187	676	521	641	591	675	669	823	572	98	171	170	10	26	416	364	975	1234	55	87	553	477	91	1024	1137	1078	453	413	20
NCU07246	CM002240.1;CM002240.1;CM002240.1	6093555;6093980;6094240	6093890;6094175;6097221	+;+;+	3514	905	955	898	854	956	820	1277	938	190	271	261	21	22	422	342	882	1115	64	146	730	654	163	1633	1702	1576	359	367	31
NCU17043	CM002240.1;CM002240.1	6100092;6100464	6100399;6100997	-;-	842	14	6	17	25	10	27	6	3	3	1	3	0	0	24	12	2	1	0	0	14	8	0	0	0	4	14	14	4
NCU07245	CM002240.1;CM002240.1;CM002240.1	6114870;6115067;6115468	6114904;6115342;6116258	+;+;+	1102	45	46	52	22	37	42	25	7	3	26	62	2	4	39	26	7	24	0	4	27	22	0	15	8	18	4	27	2
NCU07244	CM002240.1	6119262	6119798	+	537	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07243	CM002240.1;CM002240.1	6120566;6121301	6121219;6121372	-;-	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07242	CM002240.1;CM002240.1	6123260;6124036	6123977;6124310	-;-	993	339	375	292	393	414	440	300	204	62	131	128	4	2	230	215	312	309	8	74	332	206	27	312	320	307	337	301	18
NCU07241	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	6124357;6125570;6126089;6127119;6127467	6125509;6126031;6127043;6127388;6127639	-;-;-;-;-	3013	639	454	518	373	437	459	532	395	94	555	519	21	20	258	280	468	512	22	69	347	311	29	430	455	407	546	301	14
